COMPANY NAME,BSE CODE,NSE SYMBOL,BS LINK
Centrum Capital,501150,CENTRUM,https://www.business-standard.com/company/centrum-capital-1679.html
Centum Electron,517544,CENTUM,https://www.business-standard.com/company/centum-electron-4488.html
Century Enka,500280,CENTENKA,https://www.business-standard.com/company/century-enka-106.html
Century Extrus.,500083,CENTEXT,https://www.business-standard.com/company/century-extrus-1741.html
Century Ply.,532548,CENTURYPLY,https://www.business-standard.com/company/century-ply-15783.html
Century Textiles,500040,CENTURYTEX,https://www.business-standard.com/company/century-textiles-107.html
Cera Sanitary.,532443,CERA,https://www.business-standard.com/company/cera-sanitary-22648.html
Cerebra Integr.,532413,CEREBRAINT,https://www.business-standard.com/company/cerebra-integr-13214.html
CES,512341,,https://www.business-standard.com/company/ces-6813.html
CESC,500084,CESC,https://www.business-standard.com/company/cesc-99.html
CESC Ventures,542333,CESCVENT,https://www.business-standard.com/company/cesc-ventures-73407.html
Cethar Inds.,531473,,https://www.business-standard.com/company/cethar-inds-13072.html
CG Power & Indu.,500093,CGPOWER,https://www.business-standard.com/company/cg-power-indu-125.html
CG-VAK Software,531489,,https://www.business-standard.com/company/cg-vak-software-6420.html
Chadha Papers,531946,,https://www.business-standard.com/company/chadha-papers-15937.html
Chain Impex,522203,,https://www.business-standard.com/company/chain-impex-3479.html
Chakan Vegoils,519459,,https://www.business-standard.com/company/chakan-vegoils-3981.html
Chalet Hotels,542399,CHALET,https://www.business-standard.com/company/chalet-hotels-25902.html
Chamak Holdings,539600,,https://www.business-standard.com/company/chamak-holdings-41386.html
Chamanlal Setia,530307,,https://www.business-standard.com/company/chamanlal-setia-4923.html
Chambal Brewer,512301,,https://www.business-standard.com/company/chambal-brewer-1998.html
Chambal Fert.,500085,CHAMBLFERT,https://www.business-standard.com/company/chambal-fert-3029.html
Champion Finsec,504367,,https://www.business-standard.com/company/champion-finsec-3474.html
Chand Vanaspati,519297,,https://www.business-standard.com/company/chand-vanaspati-3380.html
Chandni Machines,542627,,https://www.business-standard.com/company/chandni-machines-68479.html
Chandni Text,522292,,https://www.business-standard.com/company/chandni-text-4602.html
Chandra Pr. Intl,530309,,https://www.business-standard.com/company/chandra-pr-intl-4924.html
Chandrima Mercan,540829,,https://www.business-standard.com/company/chandrima-mercan-26084.html
Channel Nine,535142,,https://www.business-standard.com/company/channel-nine-43229.html
Charminar Gran,515105,,https://www.business-standard.com/company/charminar-gran-2911.html
Charms Inds.,531327,,https://www.business-standard.com/company/charms-inds-6382.html
Chart.Logistics,531977,,https://www.business-standard.com/company/chart-logistics-16341.html
Charter. Capital,511696,,https://www.business-standard.com/company/charter-capital-4590.html
Chase Bright St.,504671,,https://www.business-standard.com/company/chase-bright-st-1424.html
CHD Chemicals,539800,,https://www.business-standard.com/company/chd-chemicals-67709.html
CHD Developers,526917,,https://www.business-standard.com/company/chd-developers-4772.html
Chembond Chem.,530871,,https://www.business-standard.com/company/chembond-chem-6033.html
Chemcel Biotech,533026,,https://www.business-standard.com/company/chemcel-biotech-27339.html
Chemcrux Enterp.,540395,,https://www.business-standard.com/company/chemcrux-enterp-70183.html
Chemfab Alka.,541269,CHEMFAB,https://www.business-standard.com/company/chemfab-alka-72555.html
Chemiesynth(Vapi,539230,,https://www.business-standard.com/company/chemiesynth-vapi-6270.html
Chemo Pharma Lab,506365,,https://www.business-standard.com/company/chemo-pharma-lab-2976.html
Chemox Sec.,511485,CHEMOXSEC,https://www.business-standard.com/company/chemox-sec-3740.html
Chemtech Indust.,537326,,https://www.business-standard.com/company/chemtech-indust-43998.html
Chennai Ferrous,539011,,https://www.business-standard.com/company/chennai-ferrous-40157.html
Chennai Meena,523489,,https://www.business-standard.com/company/chennai-meena-2549.html
Chetak Spintex,531655,,https://www.business-standard.com/company/chetak-spintex-13766.html
Cheviot Company,526817,,https://www.business-standard.com/company/cheviot-company-4773.html
Chhabra Spinners,531653,,https://www.business-standard.com/company/chhabra-spinners-6987.html
Chhatar Extract,519461,,https://www.business-standard.com/company/chhatar-extract-4533.html
Chicago Software,531185,,https://www.business-standard.com/company/chicago-software-6132.html
Chitradurga Spin,521244,,https://www.business-standard.com/company/chitradurga-spin-4632.html
CHL,532992,,https://www.business-standard.com/company/chl-7601.html
Choice Intl.,531358,,https://www.business-standard.com/company/choice-intl-6428.html
Chokhani Intl.,523246,CHOKAINTL,https://www.business-standard.com/company/chokhani-intl-1191.html
Choksi Imaging,530427,,https://www.business-standard.com/company/choksi-imaging-5360.html
Choksi Laborator,526546,,https://www.business-standard.com/company/choksi-laborator-4013.html
Chola Financial,504973,CHOLAHLDNG,https://www.business-standard.com/company/chola-financial-573.html
Cholaman.Inv.&Fn,511243,CHOLAFIN,https://www.business-standard.com/company/cholaman-inv-fn-2163.html
Chordia Food,519475,,https://www.business-standard.com/company/chordia-food-2724.html
Chothani Foods,540681,,https://www.business-standard.com/company/chothani-foods-71189.html
Chowgule Steam,501833,CHOWGULSTM,https://www.business-standard.com/company/chowgule-steam-112.html
Chromatic India,530191,CHROMATIC,https://www.business-standard.com/company/chromatic-india-4879.html
CIAN Agro,519477,,https://www.business-standard.com/company/cian-agro-4084.html
Cian Healthcare,542678,,https://www.business-standard.com/company/cian-healthcare-74131.html
CIFCO Finance,511086,,https://www.business-standard.com/company/cifco-finance-113.html
Cigniti Tech.,534758,CIGNITITEC,https://www.business-standard.com/company/cigniti-tech-21335.html
CIL Nova Petro.,533407,CNOVAPETRO,https://www.business-standard.com/company/cil-nova-petro-35844.html
Cil Securities,530829,,https://www.business-standard.com/company/cil-securities-5232.html
Cimmco,505230,CIMMCO,https://www.business-standard.com/company/cimmco-644.html
Cindrella Fin.,531283,,https://www.business-standard.com/company/cindrella-fin-6312.html
Cindrella Hotels,526373,,https://www.business-standard.com/company/cindrella-hotels-3489.html
Cineline India,532807,CINELINE,https://www.business-standard.com/company/cineline-india-27539.html
Cinerad Communic,530457,,https://www.business-standard.com/company/cinerad-communic-5063.html
Cinevista,532324,CINEVISTA,https://www.business-standard.com/company/cinevista-14551.html
Cipla,500087,CIPLA,https://www.business-standard.com/company/cipla-114.html
Circuit Systems,532913,,https://www.business-standard.com/company/circuit-systems-27769.html
Cistro Telelink,531775,,https://www.business-standard.com/company/cistro-telelink-14240.html
Citadel Realty,502445,,https://www.business-standard.com/company/citadel-realty-483.html
CitiPort Fin.,531235,,https://www.business-standard.com/company/citiport-fin-6616.html
Citizen Infoline,538786,,https://www.business-standard.com/company/citizen-infoline-6008.html
Citizen Yarns,514366,,https://www.business-standard.com/company/citizen-yarns-3874.html
Citurgia Biochem,506373,CITURGIBIO,https://www.business-standard.com/company/citurgia-biochem-115.html
City Lifts India,526197,,https://www.business-standard.com/company/city-lifts-india-3208.html
City Online Ser.,538674,,https://www.business-standard.com/company/city-online-ser-21974.html
City Pulse Multi,542727,,https://www.business-standard.com/company/city-pulse-multi-74132.html
City Union Bank,532210,CUB,https://www.business-standard.com/company/city-union-bank-7015.html
Cityman,521210,,https://www.business-standard.com/company/cityman-4290.html
Cityon Systems,780013,,https://www.business-standard.com/company/cityon-systems-44005.html
CKP Leisure,535052,CKPLEISURE,https://www.business-standard.com/company/ckp-leisure-71640.html
CKP Products,538425,CKPPRODUCT,https://www.business-standard.com/company/ckp-products-68974.html
CL Educate,540403,CLEDUCATE,https://www.business-standard.com/company/cl-educate-26994.html
Clariant Chemica,506390,CLNINDIA,https://www.business-standard.com/company/clariant-chemica-119.html
Claris Lifescien,533288,,https://www.business-standard.com/company/claris-lifescien-25886.html
Clarisis Organic,524806,,https://www.business-standard.com/company/clarisis-organic-4657.html
Claro India,524366,,https://www.business-standard.com/company/claro-india-3076.html
Clarus INFRA.RL.,511672,,https://www.business-standard.com/company/clarus-infra-rl-4549.html
Class. Gl. Fin.,538433,,https://www.business-standard.com/company/class-gl-fin-13391.html
Classic Biotech,531670,,https://www.business-standard.com/company/classic-biotech-14794.html
Classic Diamonds,523200,CLASSIC,https://www.business-standard.com/company/classic-diamonds-1082.html
Classic Electric,512213,,https://www.business-standard.com/company/classic-electric-1440.html
Classic Leasing,540481,,https://www.business-standard.com/company/classic-leasing-1800.html
Classic Press,526973,,https://www.business-standard.com/company/classic-press-4795.html
CLIO Infotech,530839,,https://www.business-standard.com/company/clio-infotech-5248.html
Clutch Auto,505052,CLUTCHAUTO,https://www.business-standard.com/company/clutch-auto-116.html
CMI,517330,CMICABLES,https://www.business-standard.com/company/cmi-2912.html
CMI FPE Ltd,500147,FLATPROD,https://www.business-standard.com/company/cmi-fpe-ltd-3326.html
CMM Infraproj,535023,CMMIPL,https://www.business-standard.com/company/cmm-infraproj-28710.html
CMS Finvest,532104,,https://www.business-standard.com/company/cms-finvest-7399.html
CNI Research,512018,,https://www.business-standard.com/company/cni-research-1980.html
CNX IBG,532151,CNXIBG,https://www.business-standard.com/company/cnx-ibg-30184.html
CNX Midcap 200,,MIDCAP200,https://www.business-standard.com/company/cnx-midcap-200-22116.html
CNX MILLEN,535339,CNXMILLE,https://www.business-standard.com/company/cnx-millen-30185.html
Coal India,533278,COALINDIA,https://www.business-standard.com/company/coal-india-12019.html
Coastal Corporat,501831,,https://www.business-standard.com/company/coastal-corporat-5768.html
Coastal Roadways,520131,,https://www.business-standard.com/company/coastal-roadways-4088.html
Cochin Malabar,508571,,https://www.business-standard.com/company/cochin-malabar-769.html
Cochin Minerals,513353,,https://www.business-standard.com/company/cochin-minerals-2422.html
Cochin Shipyard,540678,COCHINSHIP,https://www.business-standard.com/company/cochin-shipyard-5762.html
Coffee Day Enter,539436,COFFEEDAY,https://www.business-standard.com/company/coffee-day-enter-54778.html
Coimb. Lak. Inv.,511435,CLIFCO,https://www.business-standard.com/company/coimb-lak-inv-3551.html
Colgate-Palm.,500830,COLPAL,https://www.business-standard.com/company/colgate-palm-118.html
Colinz Labs,531210,,https://www.business-standard.com/company/colinz-labs-5989.html
Colorchips New,540023,,https://www.business-standard.com/company/colorchips-new-27752.html
Combat Drugs,524752,,https://www.business-standard.com/company/combat-drugs-4491.html
Comfort Comtrade,534691,,https://www.business-standard.com/company/comfort-comtrade-42683.html
Comfort Fincap,535267,,https://www.business-standard.com/company/comfort-fincap-40171.html
Comfort Intech,531216,,https://www.business-standard.com/company/comfort-intech-12773.html
Commercial Eng.,533272,CEBBCO,https://www.business-standard.com/company/commercial-eng-39220.html
Commerl. Synbags,539986,,https://www.business-standard.com/company/commerl-synbags-41433.html
Commex Tech.,532342,,https://www.business-standard.com/company/commex-tech-21000.html
Competent Auto,531041,,https://www.business-standard.com/company/competent-auto-5326.html
Compuage Info.,532456,COMPINFO,https://www.business-standard.com/company/compuage-info-22406.html
Compucom Soft.,532339,COMPUSOFT,https://www.business-standard.com/company/compucom-soft-8014.html
Computech Intl.,531224,COMPUTECH,https://www.business-standard.com/company/computech-intl-13191.html
Computer Point,507833,,https://www.business-standard.com/company/computer-point-120.html
Computerskill,531474,,https://www.business-standard.com/company/computerskill-6671.html
Conart Engineers,522231,,https://www.business-standard.com/company/conart-engineers-3806.html
Concord Drugs,538965,,https://www.business-standard.com/company/concord-drugs-7690.html
Concrete Cred.,539266,,https://www.business-standard.com/company/concrete-cred-26391.html
Condequip Engs.,531891,,https://www.business-standard.com/company/condequip-engs-14820.html
Confidence Finan,504340,,https://www.business-standard.com/company/confidence-finan-15866.html
Confidence Fut.,539991,,https://www.business-standard.com/company/confidence-fut-68464.html
Confidence Petro,526829,CONFIPET,https://www.business-standard.com/company/confidence-petro-4722.html
Cons. Finvest,500226,CONSOFINVT,https://www.business-standard.com/company/cons-finvest-2779.html
CONSECUTVE IN&TD,539091,,https://www.business-standard.com/company/consecutve-in-td-54879.html
Consortex Karl,531852,APOWERTOOL,https://www.business-standard.com/company/consortex-karl-6334.html
Cont. Chemicals,506935,,https://www.business-standard.com/company/cont-chemicals-1708.html
Cont. Construct.,507956,CONTNLCONS,https://www.business-standard.com/company/cont-construct-834.html
Cont. Controls,531460,,https://www.business-standard.com/company/cont-controls-13870.html
Cont. Petroleums,523232,,https://www.business-standard.com/company/cont-petroleums-1156.html
Cont. Securities,538868,,https://www.business-standard.com/company/cont-securities-7127.html
Container Corpn.,531344,CONCOR,https://www.business-standard.com/company/container-corpn-12607.html
Contil India,531067,,https://www.business-standard.com/company/contil-india-5570.html
Continental Forg,513387,,https://www.business-standard.com/company/continental-forg-2733.html
Continental Seed,535065,CONTI,https://www.business-standard.com/company/continental-seed-46016.html
Control Print,522295,CONTROLPR,https://www.business-standard.com/company/control-print-3319.html
Coral Hub,533011,CORAL-HUB,https://www.business-standard.com/company/coral-hub-25453.html
Coral India Fin.,531556,CORALFINAC,https://www.business-standard.com/company/coral-india-fin-12639.html
Coral Labs.,524506,,https://www.business-standard.com/company/coral-labs-3676.html
Coral Newsprint,530755,,https://www.business-standard.com/company/coral-newsprint-5686.html
Cords Cable,532941,CORDSCABLE,https://www.business-standard.com/company/cords-cable-28292.html
CORE Education,512199,COREEDUTEC,https://www.business-standard.com/company/core-education-7469.html
Core Healthcare,500091,COREPARENT,https://www.business-standard.com/company/core-healthcare-1429.html
Coromandel Agro,507543,,https://www.business-standard.com/company/coromandel-agro-6787.html
Coromandel Engg.,533167,COROENGG,https://www.business-standard.com/company/coromandel-engg-5584.html
Coromandel Inter,506395,COROMANDEL,https://www.business-standard.com/company/coromandel-inter-123.html
Coromandel Pharm,524524,,https://www.business-standard.com/company/coromandel-pharm-3723.html
Corporate Courie,526737,,https://www.business-standard.com/company/corporate-courie-4560.html
Corporate Merch,540199,,https://www.business-standard.com/company/corporate-merch-7161.html
Corporation Bank,532179,CORPBANK,https://www.business-standard.com/company/corporation-bank-5445.html
Cosboard Inds.,530859,,https://www.business-standard.com/company/cosboard-inds-5198.html
COSCO (India),530545,,https://www.business-standard.com/company/cosco-india-5166.html
Cosmo Ferrites,523100,,https://www.business-standard.com/company/cosmo-ferrites-850.html
Cosmo Films,508814,COSMOFILMS,https://www.business-standard.com/company/cosmo-films-124.html
COSYN,538922,,https://www.business-standard.com/company/cosyn-20894.html
Country Club Hos,526550,CCHHL,https://www.business-standard.com/company/country-club-hos-3985.html
Country Condo,531624,COUNCODOS,https://www.business-standard.com/company/country-condo-6279.html
Coventry Coil.,523415,,https://www.business-standard.com/company/coventry-coil-2149.html
Coventry Spring,522269,,https://www.business-standard.com/company/coventry-spring-6163.html
Covidh Technolog,534920,,https://www.business-standard.com/company/covidh-technolog-43151.html
Cox & Kings,533144,COX&KINGS,https://www.business-standard.com/company/cox-kings-5492.html
Cox & Kings Fin.,542641,CKFSL,https://www.business-standard.com/company/cox-kings-fin-71714.html
CPEC,505678,,https://www.business-standard.com/company/cpec-97.html
CPSE ETF*,538057,CPSEETF,https://www.business-standard.com/company/cpse-etf-44412.html
Crane Infra,538770,,https://www.business-standard.com/company/crane-infra-28152.html
Cranes Software,512093,CRANESSOFT,https://www.business-standard.com/company/cranes-software-5895.html
Cranex,522001,,https://www.business-standard.com/company/cranex-1722.html
Cravatex,509472,,https://www.business-standard.com/company/cravatex-1529.html
Crazy Infotech,524388,,https://www.business-standard.com/company/crazy-infotech-3195.html
Creative Casting,539527,,https://www.business-standard.com/company/creative-casting-16248.html
Creative Eye,532392,CREATIVEYE,https://www.business-standard.com/company/creative-eye-14369.html
Creative Mercha.,538504,,https://www.business-standard.com/company/creative-mercha-45756.html
Creative Periph.,538414,CREATIVE,https://www.business-standard.com/company/creative-periph-70232.html
Creative World,530345,,https://www.business-standard.com/company/creative-world-4966.html
Credence Sound,526741,,https://www.business-standard.com/company/credence-sound-4576.html
CreditAcc. Gram.,541770,CREDITACC,https://www.business-standard.com/company/creditacc-gram-37419.html
Crescent Leasing,539131,,https://www.business-standard.com/company/crescent-leasing-31632.html
Cressanda Solns.,512379,,https://www.business-standard.com/company/cressanda-solns-4127.html
Crest Animation,526785,CRESTANI,https://www.business-standard.com/company/crest-animation-4674.html
Crest Ventures,511413,CREST,https://www.business-standard.com/company/crest-ventures-3420.html
Crestchem,526269,,https://www.business-standard.com/company/crestchem-3283.html
Crestworld Marin,531308,,https://www.business-standard.com/company/crestworld-marin-6425.html
Crew B.O.S.Prod.,532542,CREWBOS,https://www.business-standard.com/company/crew-b-o-s-prod-24831.html
Crimson Metal,526977,,https://www.business-standard.com/company/crimson-metal-4799.html
CRISIL,500092,CRISIL,https://www.business-standard.com/company/crisil-3265.html
Cromakem,526181,,https://www.business-standard.com/company/cromakem-3232.html
Crompton Gr. Con,539876,CROMPTON,https://www.business-standard.com/company/crompton-gr-con-65733.html
Crown Lifters,538371,CROWN,https://www.business-standard.com/company/crown-lifters-68704.html
Crown Tours,538521,,https://www.business-standard.com/company/crown-tours-6877.html
CRP Risk Mgt.,540903,,https://www.business-standard.com/company/crp-risk-mgt-27874.html
Cryptogen Agro,531656,,https://www.business-standard.com/company/cryptogen-agro-14900.html
Crystal Credits,530465,,https://www.business-standard.com/company/crystal-credits-5064.html
Crystal Software,526033,,https://www.business-standard.com/company/crystal-software-3023.html
CSJ Technologies,531943,,https://www.business-standard.com/company/csj-technologies-7430.html
CSL Finance,530067,,https://www.business-standard.com/company/csl-finance-4830.html
CT Cotton Yarn,500094,CTCOTTON,https://www.business-standard.com/company/ct-cotton-yarn-2368.html
CTIL,532363,,https://www.business-standard.com/company/ctil-20971.html
Cubex Tubings,526027,CUBEXTUB,https://www.business-standard.com/company/cubex-tubings-3021.html
Cubical Finan,511710,,https://www.business-standard.com/company/cubical-finan-4743.html
Cummins India,500480,CUMMINSIND,https://www.business-standard.com/company/cummins-india-337.html
Cupid,530843,CUPID,https://www.business-standard.com/company/cupid-5185.html
Cupid Trades,512361,,https://www.business-standard.com/company/cupid-trades-6962.html
Cura Tech.,532332,CURATECH,https://www.business-standard.com/company/cura-tech-16077.html
Cvil Infra,511650,BHUPENCAP,https://www.business-standard.com/company/cvil-infra-4514.html
Cybele Inds.,531472,,https://www.business-standard.com/company/cybele-inds-6618.html
Cyber Media Ind,532640,CYBERMEDIA,https://www.business-standard.com/company/cyber-media-ind-13425.html
Cybermate Info.,532271,,https://www.business-standard.com/company/cybermate-info-19311.html
Cyberscap.Multi.,532364,,https://www.business-standard.com/company/cyberscap-multi-21185.html
Cyberspace,511656,CYBERSPACE,https://www.business-standard.com/company/cyberspace-4520.html
Cybertech Sys.,532173,CYBERTECH,https://www.business-standard.com/company/cybertech-sys-7436.html
Cyient,532175,CYIENT,https://www.business-standard.com/company/cyient-13660.html
Safire Global Me,524418,CDRMEDICAL,https://www.business-standard.com/company/safire-global-me-3840.html
Avenue Super.,540376,DMART,https://www.business-standard.com/company/avenue-super-40942.html
D & H India,517514,,https://www.business-standard.com/company/d-h-india-4323.html
D B Corp,533151,DBCORP,https://www.business-standard.com/company/d-b-corp-28589.html
D B Realty,533160,DBREALTY,https://www.business-standard.com/company/d-b-realty-35717.html
D J I A,500474,DJIA,https://www.business-standard.com/company/d-j-i-a-41379.html
D P Wires,535012,DPWIRES,https://www.business-standard.com/company/d-p-wires-71403.html
D R Softech,521125,DRIND,https://www.business-standard.com/company/d-r-softech-3592.html
D S Kulkarni Dev,523890,DSKULKARNI,https://www.business-standard.com/company/d-s-kulkarni-dev-2955.html
D-Link India,533146,DLINKINDIA,https://www.business-standard.com/company/d-link-india-31785.html
D. P. Abhushan,535026,DPABHUSHAN,https://www.business-standard.com/company/d-p-abhushan-71563.html
Dabur India,500096,DABUR,https://www.business-standard.com/company/dabur-india-3392.html
Daewoo Motors,500100,DCMDAEWOO,https://www.business-standard.com/company/daewoo-motors-129.html
Dai-ichi Karkari,526821,DAICHIKARK,https://www.business-standard.com/company/dai-ichi-karkari-4711.html
Daikaffil Chem,530825,,https://www.business-standard.com/company/daikaffil-chem-5255.html
Dalal Street Inv,501148,,https://www.business-standard.com/company/dalal-street-inv-1999.html
Dalmia Bhara.,542216,DALBHARAT,https://www.business-standard.com/company/dalmia-bhara-70921.html
Dalmia Bharat,500097,DALMIASUG,https://www.business-standard.com/company/dalmia-bharat-131.html
Dalmia Indust.,539900,,https://www.business-standard.com/company/dalmia-indust-68258.html
Dalmia Refracto.,500481,DALMIAREF,https://www.business-standard.com/company/dalmia-refracto-2755.html
Damodar Indust.,521220,DAMODARIND,https://www.business-standard.com/company/damodar-indust-4446.html
Dangee Dums,535104,DANGEE,https://www.business-standard.com/company/dangee-dums-73166.html
Danlaw Tech.,532329,,https://www.business-standard.com/company/danlaw-tech-7282.html
Danube Indust.,540361,,https://www.business-standard.com/company/danube-indust-70254.html
Darjeeling Ropew,539770,,https://www.business-standard.com/company/darjeeling-ropew-26095.html
Darshan Oils,526249,,https://www.business-standard.com/company/darshan-oils-3405.html
Darshan Orna,539884,,https://www.business-standard.com/company/darshan-orna-67251.html
Database Finance,532099,,https://www.business-standard.com/company/database-finance-7437.html
Datamatics Glob.,532528,DATAMATICS,https://www.business-standard.com/company/datamatics-glob-21187.html
Datapro Info.Tec,517473,DATAPROINF,https://www.business-standard.com/company/datapro-info-tec-4073.html
Datar Switchgear,517516,DATARSWICH,https://www.business-standard.com/company/datar-switchgear-4334.html
Datasoft Applica,526443,,https://www.business-standard.com/company/datasoft-applica-3638.html
Datiware Mari.,519413,,https://www.business-standard.com/company/datiware-mari-3824.html
Daulat Sec.,530171,,https://www.business-standard.com/company/daulat-sec-4869.html
Dazzel Confindiv,531270,,https://www.business-standard.com/company/dazzel-confindiv-5353.html
DB Intl.Stock,530393,DBSTOCKBRO,https://www.business-standard.com/company/db-intl-stock-4993.html
DCB Bank,532772,DCBBANK,https://www.business-standard.com/company/dcb-bank-14602.html
DCM,502820,DCM,https://www.business-standard.com/company/dcm-128.html
DCM Financial,511611,DCMFINSERV,https://www.business-standard.com/company/dcm-financial-4378.html
DCM Nouvelle,542729,DCMNVL,https://www.business-standard.com/company/dcm-nouvelle-69008.html
DCM Shriram,523367,DCMSHRIRAM,https://www.business-standard.com/company/dcm-shriram-2337.html
DCM Shriram Inds,523369,DCMSRMIND,https://www.business-standard.com/company/dcm-shriram-inds-2336.html
DCW,500117,DCW,https://www.business-standard.com/company/dcw-141.html
DE Nora India,590031,DENORA,https://www.business-standard.com/company/de-nora-india-1988.html
Debock Sales,535086,DSML,https://www.business-standard.com/company/debock-sales-72150.html
Dec.Gold Mines,512068,,https://www.business-standard.com/company/dec-gold-mines-6863.html
Deccan Bearings,505703,,https://www.business-standard.com/company/deccan-bearings-2326.html
Deccan Cements,502137,DECCANCE,https://www.business-standard.com/company/deccan-cements-134.html
Deccan Healthcar,542248,,https://www.business-standard.com/company/deccan-healthcar-30148.html
Deccan Petroleum,526375,,https://www.business-standard.com/company/deccan-petroleum-3509.html
Deccan Polypacks,531989,,https://www.business-standard.com/company/deccan-polypacks-3045.html
Decillion Fin.,539190,,https://www.business-standard.com/company/decillion-fin-42548.html
Deco-Mica,531227,,https://www.business-standard.com/company/deco-mica-6119.html
Decolight Cera.,532858,DECOLIGHT,https://www.business-standard.com/company/decolight-cera-27707.html
DECOROUS INV&TRD,539405,,https://www.business-standard.com/company/decorous-inv-trd-54858.html
Dee Kartavya Fin,531826,,https://www.business-standard.com/company/dee-kartavya-fin-7285.html
Deep Diamond,539559,,https://www.business-standard.com/company/deep-diamond-13584.html
Deep Industries,532760,DEEPIND,https://www.business-standard.com/company/deep-industries-24440.html
Deep Polymers,541778,,https://www.business-standard.com/company/deep-polymers-73124.html
Deepak Fert.,500645,DEEPAKFERT,https://www.business-standard.com/company/deepak-fert-135.html
Deepak Nitrite,506401,DEEPAKNTR,https://www.business-standard.com/company/deepak-nitrite-136.html
Deepak Spinners,514030,DEEPAKSPIN,https://www.business-standard.com/company/deepak-spinners-1132.html
Deeps Spec.Steel,513570,,https://www.business-standard.com/company/deeps-spec-steel-3656.html
Dekson Castings,780006,,https://www.business-standard.com/company/dekson-castings-44421.html
Delma Infra.,512121,,https://www.business-standard.com/company/delma-infra-7402.html
Delta Corp,532848,DELTACORP,https://www.business-standard.com/company/delta-corp-17211.html
Delta Industrial,539596,,https://www.business-standard.com/company/delta-industrial-31438.html
Delta Leasing,535486,,https://www.business-standard.com/company/delta-leasing-37064.html
Delta Magnets,504286,DELTAMAGNT,https://www.business-standard.com/company/delta-magnets-183.html
Delta Polysters,530311,,https://www.business-standard.com/company/delta-polysters-4925.html
Delton Cables,504240,,https://www.business-standard.com/company/delton-cables-650.html
Deltron,504256,,https://www.business-standard.com/company/deltron-137.html
Den Networks,533137,DEN,https://www.business-standard.com/company/den-networks-35066.html
Denis Chem Lab,537536,,https://www.business-standard.com/company/denis-chem-lab-13342.html
Denmur Fax Roll,526273,DENMURFAX,https://www.business-standard.com/company/denmur-fax-roll-3292.html
Desh Rakshak,531521,,https://www.business-standard.com/company/desh-rakshak-6822.html
Design Auto Sys.,520125,,https://www.business-standard.com/company/design-auto-sys-3864.html
Detroit Inds.,523400,,https://www.business-standard.com/company/detroit-inds-2106.html
Dev Fastners,523666,,https://www.business-standard.com/company/dev-fastners-2656.html
Dev Information,538417,DEVIT,https://www.business-standard.com/company/dev-information-70312.html
Devhari Exports,539197,,https://www.business-standard.com/company/devhari-exports-6976.html
Devidayal Inds.,503976,,https://www.business-standard.com/company/devidayal-inds-1836.html
Devine Impex,531585,,https://www.business-standard.com/company/devine-impex-6847.html
Devinsu Trading,512445,,https://www.business-standard.com/company/devinsu-trading-1638.html
Devki Leasing,530765,,https://www.business-standard.com/company/devki-leasing-5115.html
Devoted Const.,542002,DCL,https://www.business-standard.com/company/devoted-const-68366.html
Dewan Hsg. Fin.,511072,DHFL,https://www.business-standard.com/company/dewan-hsg-fin-1814.html
Dewan Rubber,523051,DEWANRUB,https://www.business-standard.com/company/dewan-rubber-1012.html
Dewan Tyres,523252,DEWANTYRE,https://www.business-standard.com/company/dewan-tyres-1274.html
DFL Infra,511393,,https://www.business-standard.com/company/dfl-infra-4286.html
DFM Foods,519588,DFMFOODS,https://www.business-standard.com/company/dfm-foods-4648.html
DFRGRI,1188,,https://www.business-standard.com/company/dfrgri-73011.html
Dhabriya Poly.,538715,,https://www.business-standard.com/company/dhabriya-poly-45947.html
Dhampur Sugar,500119,DHAMPURSUG,https://www.business-standard.com/company/dhampur-sugar-2626.html
Dhampur.Spl.Sug.,531923,,https://www.business-standard.com/company/dhampur-spl-sug-7380.html
Dhanada Corp.,531198,,https://www.business-standard.com/company/dhanada-corp-12431.html
Dhanalaxmi Roto,521216,,https://www.business-standard.com/company/dhanalaxmi-roto-4366.html
Dhanashree Elect,542679,,https://www.business-standard.com/company/dhanashree-elect-5685.html
Dhanlaxmi Bank,532180,DHANBANK,https://www.business-standard.com/company/dhanlaxmi-bank-5523.html
Dhanlaxmi Cotex,512485,,https://www.business-standard.com/company/dhanlaxmi-cotex-2076.html
Dhanlaxmi Fabric,521151,,https://www.business-standard.com/company/dhanlaxmi-fabric-3784.html
Dhanleela Invest,503637,,https://www.business-standard.com/company/dhanleela-invest-6896.html
Dhanuka Agritech,507717,DHANUKA,https://www.business-standard.com/company/dhanuka-agritech-1774.html
Dhanuka Realty,538380,DRL,https://www.business-standard.com/company/dhanuka-realty-68805.html
Dhanvantri Jeev.,531043,,https://www.business-standard.com/company/dhanvantri-jeev-5398.html
Dhanvarsha Finv.,540268,,https://www.business-standard.com/company/dhanvarsha-finv-69989.html
Dhar Textile,530949,,https://www.business-standard.com/company/dhar-textile-6112.html
Dharamsi Morarji,506405,DHARAMORAR,https://www.business-standard.com/company/dharamsi-morarji-140.html
Dharani Finance,511451,,https://www.business-standard.com/company/dharani-finance-3689.html
Dharani Sugars,507442,DHARSUGAR,https://www.business-standard.com/company/dharani-sugars-1225.html
Dharendra Agro,519327,,https://www.business-standard.com/company/dharendra-agro-3506.html
